metric,type,rmse,mean,median,std,max
ATE,translation(m),220.36334749759908,186.4835591163463,145.15699925303605,117.40480015590411,500.333126405408
RPE-t,translation(m),2.637769792551797,1.2396983901529095,0.7509136477283787,2.3282992462205185,21.029168932287895
RPE-r,rotation(deg),3.3835187881445505,1.174031187962174,0.13679020521769453,3.1733027210493634,23.43305138217074
