metric,type,rmse,mean,median,std,max
ATE,translation(m),89.03385813983306,80.79390433355175,85.50721286711214,37.40819319086133,171.62210027779298
RPE-t,translation(m),1.1210519393056826,0.8217462734918257,0.7090537021728522,0.7625552521773943,3.1037711911588266
RPE-r,rotation(deg),1.0572687913806869,0.5163334292686658,0.18139117039902353,0.9226142677453227,5.752386396885072
