metric,type,rmse,mean,median,std,max
ATE,translation(m),101.35084247612042,83.8198400738164,80.38378536252762,56.97567621906057,226.92496914047973
RPE-t,translation(m),0.8978321015618073,0.6917400715050499,0.6812276720233381,0.572361910043881,2.311592584501731
RPE-r,rotation(deg),0.9178849911750059,0.5036412873814514,0.2240334862831481,0.7673710384612484,5.708951340197515
