metric,type,rmse,mean,median,std,max
ATE,translation(m),11.54752979186062,10.338336251285329,10.257760826718672,5.144341342608227,25.335162678930743
RPE-t,translation(m),2.001666658060687,1.750342540892804,1.605848318793902,0.9710666298111389,5.327663926261942
RPE-r,rotation(deg),1.7821136073204706,0.9155168490059904,0.3215613911830816,1.5289727952396417,10.691124852222702
