metric,type,alignment,rmse,mean,median,std,max
ATE,translation(m),sim3,629.8643591498461,600.6788409453324,606.3252798000732,189.51000228963767,943.0181194364243
RPE-t,translation(m),sim3,1.0114488803604567,0.8359894643035533,0.8590613576147009,0.5693421231174447,3.082305753190008
RPE-r,rotation(deg),sim3,0.4980062295802427,0.27356682004704314,0.13270474606610405,0.41613867841151,4.072926717498897
