metric,type,rmse,mean,median,std,max
ATE,translation(m),84.94392731154966,76.12606140260465,81.05173522465138,37.68678233063551,174.63821026337936
RPE-t,translation(m),1.122539144597399,0.8270770635634794,0.7142852943948299,0.758971450109075,3.066510794903945
RPE-r,rotation(deg),1.0889236721359394,0.561433794434054,0.2271230771667827,0.9330310060257373,5.797327036517841
