metric,type,rmse,mean,median,std,max
ATE,translation(m),171.96852397297343,143.50871748018614,142.8530539545048,94.75453152559639,513.0627116005642
RPE-t,translation(m),1.0617421274843182,0.6646001147155793,0.19806628265950527,0.8280114931539085,7.528202110358642
RPE-r,rotation(deg),0.9373031425284499,0.389724596282564,0.07974482311455541,0.8524388072149814,6.400170939157267
