metric,type,alignment,rmse,mean,median,std,max
ATE,translation(m),sim3,11.557149508164933,10.344596847338057,10.428503896003233,5.15335044608073,25.138674501606577
RPE-t,translation(m),sim3,1.5392861497022268,1.03147608293261,0.5790927225793836,1.142566821242025,6.48776902263674
RPE-r,rotation(deg),sim3,1.7675437095048587,0.9085782643024705,0.30975487287974934,1.5161452115966028,10.466328983511573
