metric,type,rmse,mean,median,std,max
ATE,translation(m),107.7916390353973,90.4127888749423,74.33065628696338,58.690417052466884,223.50245437738133
RPE-t,translation(m),1.3153799784324152,1.0579713734252247,1.0637695393364515,0.7816143938500649,3.2867321531209543
RPE-r,rotation(deg),1.3407755665254726,0.7214239414096926,0.3148862935952131,1.1301445113579973,9.341567840293129
