metric,type,rmse,mean,median,std,max
ATE,translation(m),81.19474763828167,64.91112375700058,57.68959689296554,48.77635755822284,280.7577644340117
RPE-t,translation(m),1.6924708070719467,1.2179353636033774,1.1574466084149677,1.1751982313103928,26.442470918174447
RPE-r,rotation(deg),1.6285692462249328,0.7955973290851468,0.3390801784117027,1.4210076283054314,23.237291670394967
